0.0 0.0 2.0
0.0 6.0 3.5
1.0 12.0 2.0
2.0 9.0 3.5
2.0 14.0 1.0
2.0 15.0 4.0
2.0 17.0 4.0
2.0 20.0 1.5
2.0 22.0 3.0
2.0 31.0 2.0
2.0 34.0 4.0
2.0 47.0 4.0
2.0 53.0 4.0
2.0 59.0 4.0
2.0 63.0 4.0
2.0 70.0 4.0
2.0 85.0 3.5
2.0 92.0 1.0
2.0 97.0 2.5
2.0 98.0 3.0
2.0 99.0 0.5
2.0 103.0 2.0
2.0 104.0 3.0
2.0 107.0 0.5
2.0 120.0 2.0
2.0 130.0 2.5
2.0 137.0 1.5
2.0 141.0 4.0
2.0 143.0 4.0
2.0 144.0 4.0
2.0 148.0 3.5
2.0 153.0 1.5
2.0 160.0 4.0
2.0 162.0 3.0
2.0 171.0 0.5
2.0 172.0 2.0
2.0 175.0 3.5
2.0 176.0 2.5
2.0 179.0 2.5
2.0 181.0 3.0
2.0 194.0 1.5
2.0 195.0 1.5
3.0 2.0 2.5
3.0 16.0 0.5
5.0 210.0 3.0
6.0 0.0 1.0
6.0 211.0 4.0
6.0 215.0 4.0
7.0 216.0 4.0
9.0 10.0 4.0
9.0 214.0 4.0
11.0 206.0 4.0
12.0 224.0 0.5
12.0 227.0 4.0
12.0 230.0 0.5
13.0 12.0 4.0
13.0 204.0 0.5
15.0 212.0 4.0
15.0 234.0 3.5
16.0 236.0 2.0
17.0 8.0 3.5
18.0 210.0 3.5
20.0 3.0 4.0
20.0 8.0 4.0
20.0 10.0 4.0
20.0 83.0 4.0
20.0 120.0 4.0
20.0 206.0 4.0
20.0 213.0 4.0
20.0 243.0 2.5
20.0 252.0 3.5
20.0 256.0 4.0
21.0 0.0 4.0
21.0 11.0 4.0
22.0 0.0 3.0
22.0 8.0 3.0
23.0 257.0 4.0
24.0 4.0 3.5
24.0 12.0 4.0
24.0 212.0 2.5
24.0 216.0 2.0
24.0 232.0 3.0
24.0 233.0 2.5
24.0 240.0 1.0
24.0 242.0 3.5
24.0 245.0 2.0
24.0 256.0 2.5
25.0 214.0 3.5
26.0 6.0 1.0
26.0 238.0 1.5
26.0 254.0 1.5
26.0 261.0 2.5
26.0 262.0 2.0
27.0 2.0 2.0
27.0 8.0 3.5
27.0 83.0 2.5
27.0 216.0 2.0
27.0 234.0 3.0
27.0 243.0 2.0
27.0 245.0 2.0
27.0 248.0 3.0
27.0 249.0 3.0
27.0 252.0 3.0
27.0 253.0 2.0
28.0 266.0 0.5
28.0 270.0 3.5
28.0 274.0 3.5
28.0 286.0 3.0
28.0 288.0 4.0
28.0 291.0 3.5
28.0 294.0 3.0
28.0 296.0 3.5
28.0 298.0 4.0
28.0 304.0 3.0
29.0 1.0 0.5
29.0 2.0 4.0
29.0 6.0 0.5
29.0 9.0 3.0
29.0 218.0 4.0
29.0 219.0 0.5
29.0 244.0 1.0
29.0 248.0 1.0
29.0 250.0 2.5
30.0 0.0 3.5
30.0 212.0 2.0
31.0 0.0 3.0
31.0 6.0 3.0
32.0 0.0 1.5
32.0 10.0 4.0
32.0 212.0 3.0
33.0 6.0 4.0
33.0 10.0 3.0
33.0 215.0 3.0
33.0 240.0 4.0
34.0 309.0 4.0
34.0 310.0 4.0
35.0 3.0 4.0
35.0 7.0 4.0
35.0 205.0 4.0
35.0 206.0 4.0
35.0 210.0 4.0
35.0 249.0 3.5
36.0 0.0 4.0
36.0 3.0 4.0
36.0 4.0 4.0
36.0 11.0 3.5
36.0 204.0 4.0
36.0 215.0 4.0
36.0 235.0 4.0
36.0 246.0 4.0
36.0 247.0 4.0
36.0 250.0 4.0
36.0 253.0 4.0
37.0 9.0 1.5
37.0 204.0 1.0
37.0 205.0 1.0
37.0 210.0 3.5
37.0 211.0 3.0
37.0 238.0 0.5
37.0 242.0 0.5
37.0 246.0 1.5
37.0 249.0 1.0
37.0 251.0 2.0
37.0 311.0 4.0
38.0 206.0 2.5
38.0 212.0 3.5
38.0 253.0 3.0
40.0 214.0 4.0
41.0 211.0 4.0
41.0 212.0 3.0
42.0 0.0 2.5
42.0 214.0 3.5
44.0 3.0 1.5
45.0 9.0 3.0
45.0 206.0 3.5
45.0 249.0 3.5
45.0 250.0 4.0
46.0 12.0 4.0
46.0 313.0 3.5
47.0 10.0 4.0
48.0 256.0 4.0
49.0 1.0 3.0
49.0 5.0 4.0
49.0 8.0 4.0
49.0 10.0 4.0
49.0 210.0 4.0
49.0 215.0 3.0
49.0 232.0 3.5
49.0 235.0 4.0
50.0 316.0 2.0
50.0 320.0 2.5
50.0 324.0 2.5
50.0 330.0 4.0
51.0 9.0 3.5
51.0 214.0 4.0
52.0 2.0 3.0
52.0 4.0 2.5
52.0 6.0 4.0
52.0 12.0 4.0
52.0 206.0 4.0
52.0 213.0 3.0
52.0 215.0 4.0
52.0 218.0 3.5
52.0 240.0 4.0
52.0 250.0 4.0
52.0 256.0 3.5
53.0 256.0 3.5
54.0 1.0 3.0
54.0 5.0 3.5
54.0 10.0 3.5
54.0 210.0 4.0
54.0 248.0 4.0
55.0 6.0 4.0
55.0 120.0 0.5
55.0 147.0 0.5
55.0 218.0 4.0
55.0 254.0 4.0
55.0 277.0 4.0
57.0 256.0 1.0
59.0 214.0 4.0
59.0 340.0 4.0
60.0 6.0 2.0
60.0 9.0 1.5
60.0 11.0 3.0
62.0 1.0 4.0
62.0 277.0 3.5
62.0 341.0 3.5
63.0 3.0 4.0
63.0 9.0 3.5
63.0 12.0 3.5
63.0 83.0 3.0
63.0 214.0 3.5
63.0 215.0 4.0
63.0 234.0 2.5
63.0 235.0 3.5
63.0 238.0 4.0
63.0 248.0 2.5
64.0 2.0 2.0
64.0 215.0 3.0
64.0 235.0 2.5
65.0 206.0 2.0
65.0 349.0 4.0
66.0 5.0 3.5
66.0 11.0 3.5
66.0 16.0 3.0
66.0 210.0 3.0
67.0 4.0 4.0
67.0 10.0 4.0
67.0 16.0 4.0
67.0 211.0 4.0
67.0 212.0 4.0
67.0 216.0 4.0
67.0 235.0 4.0
67.0 244.0 4.0
67.0 247.0 4.0
67.0 250.0 4.0
67.0 256.0 4.0
68.0 12.0 3.5
68.0 16.0 1.5
68.0 218.0 2.5
69.0 8.0 4.0
69.0 252.0 3.5
70.0 3.0 4.0
70.0 10.0 4.0
71.0 0.0 2.5
71.0 4.0 4.0
71.0 7.0 4.0
71.0 16.0 4.0
71.0 205.0 4.0
71.0 210.0 4.0
71.0 233.0 4.0
71.0 249.0 3.0
72.0 0.0 3.5
72.0 6.0 4.0
72.0 7.0 3.0
72.0 8.0 2.5
72.0 9.0 3.0
72.0 12.0 3.0
72.0 16.0 2.5
72.0 235.0 3.0
72.0 248.0 2.5
72.0 255.0 3.5
74.0 206.0 2.5
77.0 176.0 4.0
77.0 354.0 4.0
77.0 359.0 4.0
77.0 360.0 2.5
77.0 362.0 4.0
77.0 372.0 3.5
77.0 373.0 2.5
78.0 83.0 4.0
78.0 211.0 0.5
78.0 238.0 2.5
78.0 250.0 1.5
78.0 255.0 3.5
78.0 308.0 0.5
78.0 343.0 4.0
78.0 383.0 4.0
78.0 387.0 3.5
78.0 398.0 4.0
78.0 407.0 3.0
78.0 413.0 4.0
78.0 415.0 1.0
78.0 420.0 4.0
78.0 431.0 1.0
78.0 435.0 3.0
78.0 438.0 1.5
78.0 452.0 3.0
78.0 455.0 4.0
78.0 456.0 1.0
78.0 457.0 3.5
78.0 460.0 2.0
78.0 466.0 3.0
78.0 471.0 3.0
78.0 475.0 1.5
78.0 478.0 4.0
78.0 486.0 4.0
78.0 487.0 3.0
78.0 492.0 0.5
78.0 503.0 0.5
78.0 507.0 4.0
78.0 509.0 1.0
78.0 511.0 2.5
78.0 515.0 2.5
78.0 518.0 3.5
79.0 0.0 2.5
79.0 206.0 3.0
79.0 521.0 3.5
80.0 10.0 1.5
80.0 248.0 2.0
80.0 355.0 3.0
80.0 527.0 1.0
80.0 530.0 1.5
80.0 533.0 3.0
80.0 535.0 0.5
80.0 538.0 4.0
80.0 540.0 4.0
80.0 549.0 1.5
81.0 1.0 4.0
81.0 206.0 2.0
82.0 3.0 4.0
82.0 4.0 2.5
82.0 9.0 3.0
82.0 83.0 3.0
82.0 211.0 2.5
82.0 212.0 3.5
82.0 213.0 4.0
82.0 232.0 2.5
82.0 233.0 4.0
82.0 245.0 3.0
82.0 246.0 3.5
83.0 8.0 4.0
83.0 206.0 4.0
83.0 232.0 3.0
83.0 242.0 3.0
83.0 246.0 3.5
84.0 212.0 4.0
84.0 244.0 4.0
84.0 254.0 4.0
85.0 9.0 4.0
85.0 83.0 4.0
85.0 206.0 4.0
85.0 214.0 4.0
85.0 235.0 4.0
85.0 243.0 4.0
85.0 246.0 4.0
85.0 248.0 4.0
85.0 254.0 4.0
86.0 11.0 3.0
86.0 16.0 2.5
86.0 206.0 2.0
87.0 210.0 4.0
87.0 214.0 3.0
87.0 235.0 4.0
89.0 9.0 3.5
89.0 214.0 2.5
90.0 5.0 2.0
90.0 11.0 1.5
90.0 219.0 3.0
90.0 233.0 4.0
90.0 244.0 2.5
90.0 551.0 3.0
90.0 552.0 2.0
90.0 555.0 3.0
90.0 568.0 3.5
90.0 569.0 3.5
91.0 3.0 2.0
91.0 8.0 3.5
91.0 212.0 3.5
91.0 240.0 3.0
91.0 254.0 3.0
92.0 1.0 3.0
92.0 2.0 3.0
92.0 12.0 3.0
93.0 4.0 3.0
94.0 3.0 4.0
94.0 9.0 4.0
94.0 11.0 3.0
94.0 120.0 3.5
94.0 205.0 4.0
94.0 215.0 3.0
94.0 249.0 4.0
94.0 255.0 4.0
95.0 6.0 1.5
95.0 9.0 3.5
95.0 120.0 4.0
95.0 209.0 4.0
95.0 212.0 4.0
95.0 216.0 2.0
95.0 234.0 1.5
95.0 246.0 3.5
95.0 248.0 3.0
95.0 254.0 3.0
96.0 0.0 0.5
96.0 2.0 3.5
96.0 3.0 4.0
96.0 16.0 4.0
96.0 211.0 2.5
96.0 212.0 2.5
96.0 235.0 4.0
96.0 243.0 2.0
96.0 244.0 2.0
96.0 249.0 3.0
96.0 251.0 1.5
97.0 217.0 3.5
97.0 293.0 4.0
97.0 335.0 4.0
97.0 364.0 4.0
97.0 591.0 4.0
97.0 594.0 4.0
97.0 595.0 4.0
98.0 2.0 3.0
98.0 11.0 2.0
98.0 205.0 4.0
99.0 214.0 3.0
101.0 206.0 3.0
102.0 383.0 4.0
103.0 6.0 4.0
103.0 9.0 2.0
104.0 253.0 2.5
105.0 7.0 1.0
105.0 11.0 3.0
105.0 238.0 3.5
106.0 0.0 4.0
106.0 2.0 3.0
106.0 10.0 4.0
106.0 205.0 4.0
106.0 206.0 2.5
106.0 238.0 4.0
106.0 245.0 4.0
107.0 9.0 4.0
108.0 1.0 3.5
108.0 317.0 4.0
108.0 511.0 4.0
109.0 0.0 3.5
109.0 10.0 3.0
109.0 235.0 3.5
110.0 9.0 2.5
110.0 12.0 2.0
110.0 83.0 2.0
110.0 218.0 1.5
110.0 232.0 2.5
110.0 242.0 3.0
110.0 247.0 2.5
110.0 248.0 2.0
110.0 251.0 2.0
111.0 0.0 3.0
111.0 206.0 0.5
111.0 213.0 2.0
111.0 388.0 1.0
113.0 11.0 2.5
113.0 12.0 3.0
113.0 219.0 3.0
113.0 240.0 4.0
113.0 256.0 1.5
114.0 6.0 2.0
114.0 204.0 3.5
114.0 206.0 3.5
114.0 252.0 2.5
115.0 2.0 3.0
115.0 12.0 3.5
115.0 83.0 2.5
115.0 234.0 3.0
115.0 610.0 4.0
116.0 6.0 3.5
116.0 16.0 2.5
116.0 235.0 3.0
117.0 235.0 3.5
118.0 16.0 3.0
119.0 12.0 3.5
119.0 204.0 2.0
119.0 206.0 2.5
119.0 211.0 3.5
120.0 4.0 3.0
120.0 120.0 3.5
120.0 204.0 3.0
120.0 206.0 3.5
120.0 234.0 3.5
120.0 238.0 3.0
120.0 240.0 3.0
120.0 245.0 3.0
120.0 248.0 2.5
120.0 251.0 3.0
120.0 254.0 3.0
121.0 0.0 1.0
121.0 12.0 3.0
121.0 235.0 2.0
121.0 254.0 3.0
122.0 3.0 2.0
122.0 12.0 4.0
122.0 249.0 3.0
123.0 0.0 4.0
123.0 12.0 4.0
123.0 210.0 2.0
123.0 213.0 1.5
123.0 215.0 1.0
123.0 216.0 4.0
123.0 218.0 2.0
123.0 238.0 2.0
123.0 250.0 3.0
123.0 253.0 3.5
124.0 6.0 4.0
124.0 206.0 3.0
124.0 250.0 4.0
124.0 252.0 4.0
125.0 2.0 3.5
125.0 5.0 4.0
125.0 7.0 4.0
125.0 11.0 3.0
125.0 235.0 4.0
126.0 1.0 1.5
126.0 9.0 2.0
126.0 233.0 3.0
127.0 11.0 1.5
127.0 12.0 1.5
127.0 120.0 3.0
127.0 246.0 1.5
127.0 250.0 3.5
127.0 251.0 2.0
127.0 254.0 2.5
127.0 255.0 2.0
127.0 598.0 3.0
127.0 614.0 3.5
127.0 616.0 3.0
128.0 6.0 4.0
128.0 12.0 4.0
128.0 16.0 3.0
128.0 90.0 4.0
128.0 252.0 4.0
129.0 0.0 2.5
129.0 2.0 4.0
133.0 206.0 3.0
134.0 0.0 3.0
134.0 10.0 3.0
135.0 3.0 4.0
135.0 11.0 3.5
135.0 609.0 4.0
135.0 619.0 4.0
135.0 623.0 4.0
135.0 629.0 4.0
135.0 631.0 4.0
135.0 643.0 4.0
135.0 647.0 4.0
135.0 651.0 3.0
136.0 1.0 3.5
136.0 6.0 3.0
136.0 11.0 3.0
136.0 214.0 4.0
136.0 232.0 3.0
136.0 238.0 3.0
136.0 243.0 2.5
136.0 251.0 3.0
136.0 252.0 3.0
136.0 253.0 3.0
137.0 1.0 2.0
137.0 2.0 3.5
137.0 3.0 4.0
137.0 204.0 4.0
137.0 209.0 3.0
137.0 210.0 1.0
137.0 234.0 3.0
137.0 243.0 2.0
137.0 245.0 2.0
138.0 4.0 3.0
138.0 7.0 3.5
138.0 10.0 3.5
138.0 11.0 4.0
138.0 213.0 3.0
138.0 244.0 3.0
138.0 246.0 2.5
138.0 248.0 3.5
138.0 249.0 3.5
139.0 10.0 4.0
140.0 652.0 4.0
140.0 654.0 4.0
141.0 7.0 3.0
141.0 16.0 2.5
141.0 251.0 3.0
143.0 0.0 3.0
143.0 210.0 3.0
143.0 217.0 3.0
143.0 241.0 4.0
143.0 277.0 4.0
143.0 433.0 3.0
145.0 0.0 3.5
145.0 8.0 3.5
145.0 9.0 3.0
145.0 213.0 0.5
145.0 218.0 3.5
145.0 238.0 4.0
145.0 242.0 3.0
145.0 244.0 3.0
145.0 247.0 2.5
145.0 249.0 4.0
146.0 3.0 4.0
146.0 8.0 4.0
146.0 10.0 4.0
146.0 205.0 3.0
146.0 212.0 2.5
146.0 213.0 3.0
146.0 214.0 4.0
146.0 219.0 3.5
146.0 248.0 2.0
146.0 255.0 2.0
147.0 205.0 2.5
149.0 6.0 2.5
149.0 12.0 3.0
149.0 206.0 3.5
149.0 238.0 3.0
149.0 246.0 3.0
149.0 252.0 3.5
149.0 281.0 4.0
150.0 6.0 4.0
150.0 205.0 4.0
150.0 233.0 3.0
151.0 7.0 4.0
151.0 9.0 2.0
151.0 16.0 1.5
151.0 209.0 2.0
151.0 249.0 4.0
153.0 1.0 3.0
153.0 12.0 4.0
153.0 663.0 4.0
153.0 666.0 3.5
153.0 669.0 4.0
154.0 4.0 2.0
154.0 16.0 3.5
154.0 209.0 1.0
154.0 211.0 3.0
154.0 215.0 1.5
154.0 216.0 1.5
154.0 219.0 1.5
154.0 233.0 1.0
154.0 248.0 3.0
155.0 3.0 2.0
155.0 5.0 1.5
155.0 6.0 1.5
155.0 8.0 3.5
155.0 11.0 3.0
155.0 212.0 2.5
155.0 213.0 3.5
155.0 232.0 1.0
155.0 233.0 2.0
155.0 243.0 4.0
157.0 6.0 4.0
158.0 6.0 3.0
158.0 10.0 3.5
159.0 2.0 4.0
159.0 4.0 3.0
159.0 212.0 4.0
159.0 253.0 3.5
160.0 4.0 3.5
160.0 12.0 4.0
160.0 82.0 3.0
160.0 217.0 3.5
160.0 219.0 4.0
160.0 234.0 3.0
160.0 264.0 3.0
160.0 274.0 4.0
160.0 306.0 3.5
160.0 317.0 3.5
160.0 334.0 4.0
160.0 364.0 3.5
160.0 441.0 4.0
160.0 473.0 0.5
160.0 521.0 3.0
160.0 528.0 2.0
160.0 535.0 3.5
160.0 605.0 3.0
160.0 637.0 4.0
160.0 674.0 2.5
160.0 680.0 2.5
160.0 681.0 3.0
160.0 685.0 1.5
160.0 689.0 4.0
160.0 692.0 3.0
160.0 696.0 3.0
160.0 698.0 3.0
160.0 703.0 4.0
160.0 706.0 3.0
160.0 718.0 1.5
160.0 720.0 0.5
160.0 729.0 3.0
160.0 730.0 2.5
160.0 732.0 0.5
160.0 733.0 1.0
160.0 736.0 4.0
160.0 743.0 2.0
160.0 759.0 3.0
160.0 761.0 1.0
160.0 766.0 2.5
161.0 6.0 0.5
162.0 11.0 3.0
162.0 16.0 3.5
162.0 209.0 2.5
162.0 212.0 4.0
162.0 218.0 3.0
163.0 130.0 3.0
163.0 444.0 3.0
163.0 770.0 3.5
163.0 771.0 4.0
163.0 775.0 0.5
163.0 778.0 2.0
163.0 780.0 3.0
164.0 0.0 3.0
164.0 9.0 3.0
164.0 794.0 1.0
164.0 798.0 3.0
164.0 800.0 3.0
164.0 804.0 4.0
165.0 4.0 3.5
165.0 8.0 0.5
165.0 206.0 0.5
165.0 214.0 0.5
165.0 218.0 4.0
165.0 242.0 3.0
165.0 248.0 3.5
166.0 4.0 3.5
166.0 7.0 3.0
166.0 206.0 3.0
166.0 218.0 3.5
166.0 232.0 3.0
166.0 235.0 3.0
166.0 251.0 3.5
166.0 254.0 4.0
167.0 4.0 3.5
167.0 5.0 3.5
167.0 10.0 4.0
167.0 83.0 3.5
167.0 209.0 4.0
167.0 232.0 3.0
167.0 233.0 3.0
167.0 242.0 2.5
167.0 254.0 2.5
167.0 256.0 3.0
168.0 12.0 3.5
168.0 83.0 3.5
168.0 120.0 3.0
168.0 204.0 2.0
168.0 210.0 3.5
168.0 219.0 3.5
168.0 235.0 3.5
168.0 249.0 3.0
168.0 250.0 3.0
169.0 317.0 2.0
170.0 7.0 4.0
170.0 10.0 4.0
170.0 204.0 4.0
170.0 206.0 4.0
170.0 210.0 3.5
170.0 232.0 3.5
170.0 238.0 3.5
170.0 243.0 4.0
170.0 244.0 4.0
170.0 249.0 3.5
170.0 252.0 4.0
171.0 6.0 4.0
171.0 7.0 4.0
171.0 83.0 4.0
171.0 205.0 4.0
171.0 232.0 4.0
171.0 233.0 4.0
171.0 248.0 4.0
171.0 251.0 4.0
